### single symbol backtest metrics ###

update: 2023-10-01

note: symbols younger than 2021-05-01 are not optimized on their own,
instead the best config from among the older symbols is chosen

metric abbreviation comments:
adg_w_per_exp           average daily gain, recent data weighted heavier
adg_per_exp             average daily gain for whole backtest
exp_rts_mean            exposure ratios mean: average wallet exposure during backtest
time_at_max_exp         ratio of hours spent at >90% exposure to hours spent at <90% exposure
hrs_stuck_max           how many hours in a stretch with no fills
pa_dist_mean            price action distance mean: the average distance between position price and market price
pa_dist_std             price action distance std: the standard deviation of the distance between position price and market price
pa_dist_1pct_worst_mean mean of 1% highest pa_dist_mean
loss_profit_rt          loss to profit ratio: abs(sum(losses)) / sum(profit)
n_days                  backtest number of days
score                   used internally by optimizer
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                              long                                                                                              |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+
| symbol        | adg_w_per_exp | adg_per_exp | exp_rts_mean | time_at_max_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | pa_dist_1pct_worst_mean | loss_profit_rt | n_days  | score         |
| AGIXUSDT      | 0.001137      | 0.002354    | 0.09698      | 0.02569         | 40.82         | 0.00911      | 0.01474     | 0.09209                 | 0.007954       | 225.42  | 1297211.49886 |
| GRTUSDT       | 0.001134      | 0.00239     | 0.1072       | 0.03411         | 74.6          | 0.01797      | 0.02348     | 0.1436                  | 0.01787        | 1013.71 | 1297211.49887 |
| ZENUSDT       | 0.001118      | 0.00198     | 0.0908       | 0.04356         | 102.7         | 0.01702      | 0.02145     | 0.1412                  | 0.01782        | 1038.71 | 1297211.49888 |
| RENUSDT       | 0.00112       | 0.001926    | 0.1034       | 0.03084         | 116.3         | 0.01996      | 0.0227      | 0.149                   | 0.03625        | 1080.71 | 1297211.49888 |
| HBARUSDT      | 0.001105      | 0.0018      | 0.1166       | 0.03853         | 95.32         | 0.01741      | 0.01856     | 0.097                   | 0.01507        | 926.71  | 1297211.49889 |
| RDNTUSDT      | 0.001111      | 0.001534    | 0.04182      | 0.007745        | 58.57         | 0.007649     | 0.007533    | 0.03305                 | 0.0004912      | 177.5   | 1297211.49889 |
| DGBUSDT       | 0.001086      | 0.002034    | 0.1383       | 0.06928         | 91.83         | 0.01576      | 0.02285     | 0.135                   | 0.03784        | 891.88  | 1297211.49891 |
| SUSHIUSDT     | 0.001077      | 0.002553    | 0.09019      | 0.04216         | 96.47         | 0.01312      | 0.0175      | 0.12                    | 0.05162        | 1119.71 | 1297211.49892 |
| ALGOUSDT      | 0.001051      | 0.002311    | 0.1109       | 0.05448         | 95.58         | 0.01505      | 0.02153     | 0.1461                  | 0.03924        | 1200.62 | 1297211.49895 |
| LINAUSDT      | 0.001028      | 0.001168    | 0.05977      | 0.02442         | 112.9         | 0.01978      | 0.02401     | 0.1467                  | 0.03711        | 924.71  | 1297211.49897 |
| NEOUSDT       | 0.001017      | 0.001606    | 0.1252       | 0.03552         | 118.5         | 0.01504      | 0.02089     | 0.1136                  | 0.03406        | 1320.67 | 1297211.49898 |
| 1INCHUSDT     | 0.00101       | 0.002096    | 0.1286       | 0.04061         | 122.7         | 0.01992      | 0.02329     | 0.1257                  | 0.01425        | 1007.58 | 1297211.49899 |
| CELRUSDT      | 0.001001      | 0.002386    | 0.08768      | 0.044           | 74.98         | 0.01268      | 0.02281     | 0.1487                  | 0.06469        | 914.71  | 1297211.499   |
| HOTUSDT       | 0.0009893     | 0.002268    | 0.1334       | 0.04669         | 133.4         | 0.01962      | 0.0244      | 0.1234                  | 0.07775        | 913.71  | 1297211.49901 |
| YFIUSDT       | 0.0009905     | 0.002449    | 0.09527      | 0.04175         | 112.5         | 0.01456      | 0.0199      | 0.1405                  | 0.02192        | 1123.71 | 1297211.49901 |
| API3USDT      | 0.0009833     | 0.001219    | 0.07099      | 0.01859         | 84.7          | 0.01296      | 0.02003     | 0.1109                  | 0.01925        | 584.88  | 1297211.49902 |
| TRBUSDT       | 0.0009673     | 0.00127     | 0.0595       | 0.009034        | 113.9         | 0.01969      | 0.02717     | 0.1481                  | 0.07761        | 1120.71 | 1297211.49903 |
| ENSUSDT       | 0.0009735     | 0.002459    | 0.1239       | 0.0418          | 87.33         | 0.01258      | 0.01585     | 0.1035                  | 0.06874        | 668.88  | 1297211.49903 |
| MINAUSDT      | 0.0009583     | 0.002033    | 0.06328      | 0.00302         | 78.3          | 0.008351     | 0.01026     | 0.04746                 | 0.02019        | 234.54  | 1297211.49904 |
| DARUSDT       | 0.0009576     | 0.001749    | 0.1221       | 0.0603          | 94.62         | 0.01545      | 0.01961     | 0.1197                  | 0.041          | 518.88  | 1297211.49904 |
| ENJUSDT       | 0.0009382     | 0.001925    | 0.09898      | 0.02493         | 81.15         | 0.01563      | 0.02345     | 0.1372                  | 0.04695        | 1094.71 | 1297211.49906 |
| KAVAUSDT      | 0.0009393     | 0.001592    | 0.07035      | 0.02812         | 124.9         | 0.01609      | 0.02327     | 0.1398                  | 0.03903        | 1158.71 | 1297211.49906 |
| COTIUSDT      | 0.0009406     | 0.002122    | 0.09107      | 0.05524         | 94.97         | 0.01466      | 0.02213     | 0.143                   | 0.01915        | 933.71  | 1297211.49906 |
| EOSUSDT       | 0.0009313     | 0.001577    | 0.1191       | 0.05359         | 142.0         | 0.0141       | 0.01877     | 0.1314                  | 0.04547        | 1360.67 | 1297211.49907 |
| SXPUSDT       | 0.0009339     | 0.001708    | 0.06993      | 0.02531         | 92.05         | 0.01601      | 0.02227     | 0.1294                  | 0.04644        | 1165.62 | 1297211.49907 |
| OGNUSDT       | 0.0009172     | 0.001144    | 0.05856      | 0.00978         | 142.7         | 0.01962      | 0.02566     | 0.1492                  | 0.06331        | 911.71  | 1297211.49908 |
| RLCUSDT       | 0.0009248     | 0.001839    | 0.08419      | 0.01842         | 84.98         | 0.01674      | 0.0216      | 0.1322                  | 0.01812        | 1155.71 | 1297211.49908 |
| ZECUSDT       | 0.0008991     | 0.001859    | 0.09891      | 0.06372         | 104.5         | 0.01415      | 0.02431     | 0.1435                  | 0.02933        | 1332.67 | 1297211.4991  |
| DUSKUSDT      | 0.0008879     | 0.001581    | 0.0489       | 0.01486         | 81.68         | 0.01188      | 0.01211     | 0.05427                 | 0.006545       | 630.88  | 1297211.49911 |
| SNXUSDT       | 0.0008898     | 0.001154    | 0.04899      | 0.007415        | 121.9         | 0.01954      | 0.01969     | 0.1046                  | 0.02192        | 1140.71 | 1297211.49911 |
| KNCUSDT       | 0.000867      | 0.001184    | 0.062        | 0.02256         | 123.3         | 0.01959      | 0.02056     | 0.1423                  | 0.01925        | 1194.67 | 1297211.49913 |
| RUNEUSDT      | 0.0008624     | 0.0009293   | 0.03874      | 0.01794         | 132.7         | 0.01916      | 0.0216      | 0.1201                  | 0.01431        | 1119.71 | 1297211.49914 |
| DASHUSDT      | 0.0008486     | 0.00158     | 0.1262       | 0.04886         | 114.3         | 0.01629      | 0.01751     | 0.1195                  | 0.02883        | 1333.67 | 1297211.49915 |
| CRVUSDT       | 0.0008449     | 0.001802    | 0.09109      | 0.03722         | 99.17         | 0.01838      | 0.02518     | 0.1493                  | 0.0611         | 1122.71 | 1297211.49916 |
| ONEUSDT       | 0.0008388     | 0.001888    | 0.06703      | 0.01872         | 84.35         | 0.0136       | 0.01376     | 0.07255                 | 0.09195        | 925.71  | 1297211.49916 |
| LTCUSDT       | 0.0008374     | 0.001331    | 0.1103       | 0.0604          | 128.7         | 0.01639      | 0.01894     | 0.1331                  | 0.02145        | 1359.67 | 1297211.49916 |
| CKBUSDT       | 0.0008371     | 0.001519    | 0.09053      | 0.005854        | 63.4          | 0.008521     | 0.009776    | 0.05564                 | 0.003599       | 213.5   | 1297211.49916 |
| CELOUSDT      | 0.000833      | 0.001243    | 0.07383      | 0.0303          | 130.1         | 0.0142       | 0.01496     | 0.08941                 | 0.01631        | 732.88  | 1297211.49917 |
| DEFIUSDT      | 0.0008222     | 0.001533    | 0.1398       | 0.06335         | 78.6          | 0.01936      | 0.02197     | 0.1261                  | 0.0234         | 1126.71 | 1297211.49918 |
| APEUSDT       | 0.000817      | 0.001592    | 0.0688       | 0.04557         | 85.97         | 0.01234      | 0.02493     | 0.1492                  | 0.06616        | 561.38  | 1297211.49918 |
| CTSIUSDT      | 0.0008045     | 0.001424    | 0.06047      | 0.02107         | 82.15         | 0.01352      | 0.01773     | 0.09303                 | 0.03198        | 703.88  | 1297211.4992  |
| LPTUSDT       | 0.0007904     | 0.0006857   | 0.05277      | 0.01866         | 118.2         | 0.01919      | 0.02226     | 0.1211                  | 0.03225        | 687.88  | 1297211.49921 |
| ALICEUSDT     | 0.0007793     | 0.001822    | 0.09269      | 0.02717         | 133.8         | 0.01833      | 0.02259     | 0.1478                  | 0.0853         | 927.88  | 1297211.49922 |
| AVAXUSDT      | 0.0007677     | 0.002139    | 0.09078      | 0.04652         | 97.53         | 0.01565      | 0.02001     | 0.1314                  | 0.01846        | 1100.71 | 1297211.49923 |
| COMPUSDT      | 0.0007701     | 0.0009337   | 0.05837      | 0.01243         | 108.2         | 0.01768      | 0.02163     | 0.1152                  | 0.05627        | 1186.62 | 1297211.49923 |
| ALPHAUSDT     | 0.0007548     | 0.001518    | 0.06841      | 0.01972         | 131.1         | 0.01971      | 0.02283     | 0.1442                  | 0.03382        | 1039.71 | 1297211.49925 |
| FOOTBALLUSDT  | 0.0007501     | 0.00166     | 0.1142       | 0.05955         | 94.82         | 0.0097       | 0.01712     | 0.1256                  | 0.0234         | 393.88  | 1297211.49925 |
| GMXUSDT       | 0.0007449     | 0.0008501   | 0.06815      | 0.02599         | 64.7          | 0.01046      | 0.009385    | 0.03951                 | 0.005888       | 224.42  | 1297211.49926 |
| SKLUSDT       | 0.0007443     | 0.00181     | 0.06614      | 0.01269         | 123.4         | 0.019        | 0.01933     | 0.09544                 | 0.04504        | 1024.71 | 1297211.49926 |
| JOEUSDT       | 0.0007285     | 0.0007828   | 0.08947      | 0.04154         | 94.57         | 0.01603      | 0.022       | 0.1044                  | 0.0999         | 184.5   | 1297211.49927 |
| LINKUSDT      | 0.0007265     | 0.001576    | 0.1075       | 0.04337         | 138.6         | 0.01978      | 0.01878     | 0.0898                  | 0.0618         | 1351.67 | 1297211.49927 |
| TUSDT         | 0.0007232     | 0.001284    | 0.05005      | 0.02322         | 75.9          | 0.007469     | 0.01205     | 0.07005                 | 0.006548       | 240.46  | 1297211.49928 |
| INJUSDT       | 0.0007079     | 0.001615    | 0.05889      | 0.03016         | 67.67         | 0.01294      | 0.02154     | 0.1409                  | 0.01599        | 408.92  | 1297211.49929 |
| FXSUSDT       | 0.0006862     | 0.001151    | 0.123        | 0.08254         | 59.42         | 0.01529      | 0.01735     | 0.1031                  | 0.0867         | 252.88  | 1297211.49931 |
| MTLUSDT       | 0.0006858     | 0.0009516   | 0.05392      | 0.01785         | 107.6         | 0.01891      | 0.02787     | 0.1494                  | 0.02845        | 912.71  | 1297211.49931 |
| DENTUSDT      | 0.00067       | 0.001405    | 0.09067      | 0.02759         | 136.6         | 0.01982      | 0.02494     | 0.1367                  | 0.05918        | 919.83  | 1297211.49933 |
| VETUSDT       | 0.00067       | 0.00149     | 0.1205       | 0.05625         | 101.6         | 0.01654      | 0.0248      | 0.1451                  | 0.06063        | 1323.67 | 1297211.49933 |
| ICPUSDT       | 0.0006744     | 0.00115     | 0.08868      | 0.02163         | 68.43         | 0.0131       | 0.01658     | 0.0939                  | 0.009525       | 367.92  | 1297211.49933 |
| UNIUSDT       | 0.0006702     | 0.001573    | 0.06924      | 0.03919         | 110.8         | 0.01453      | 0.02095     | 0.1409                  | 0.03707        | 1105.71 | 1297211.49933 |
| XTZUSDT       | 0.0006588     | 0.001444    | 0.1133       | 0.04568         | 94.78         | 0.01948      | 0.02473     | 0.146                   | 0.08334        | 1331.67 | 1297211.49934 |
| QNTUSDT       | 0.0006374     | 0.001718    | 0.1413       | 0.08431         | 86.95         | 0.01067      | 0.0168      | 0.1083                  | 0.0326         | 344.92  | 1297211.49936 |
| MATICUSDT     | 0.0006363     | 0.001708    | 0.0732       | 0.0327          | 127.0         | 0.01384      | 0.01777     | 0.1301                  | 0.03018        | 1071.71 | 1297211.49936 |
| LDOUSDT       | 0.0006362     | 0.001861    | 0.08959      | 0.04642         | 69.62         | 0.01314      | 0.01613     | 0.1056                  | 0.008291       | 372.5   | 1297211.49936 |
| QTUMUSDT      | 0.0006308     | 0.001095    | 0.04763      | 0.02267         | 117.3         | 0.01378      | 0.02136     | 0.148                   | 0.01745        | 1317.67 | 1297211.49937 |
| CHZUSDT       | 0.0006341     | 0.001671    | 0.08135      | 0.01814         | 94.27         | 0.01801      | 0.02277     | 0.1256                  | 0.04646        | 980.71  | 1297211.49937 |
| MAGICUSDT     | 0.0006298     | 0.001117    | 0.06021      | 0.04            | 86.47         | 0.01342      | 0.01808     | 0.1144                  | 0.02102        | 247.88  | 1297211.49937 |
| GTCUSDT       | 0.0006188     | 0.001146    | 0.05096      | 0.01764         | 73.43         | 0.01663      | 0.02093     | 0.1156                  | 0.02362        | 840.88  | 1297211.49938 |
| BCHUSDT       | 0.0006177     | 0.0006112   | 0.05995      | 0.007097        | 140.7         | 0.01707      | 0.01907     | 0.1036                  | 0.03624        | 1368.0  | 1297211.49938 |
| XMRUSDT       | 0.0006213     | 0.001488    | 0.1003       | 0.04302         | 124.8         | 0.0119       | 0.01544     | 0.1029                  | 0.04172        | 1334.67 | 1297211.49938 |
| SANDUSDT      | 0.0006125     | 0.001693    | 0.06949      | 0.02291         | 103.0         | 0.01932      | 0.0244      | 0.1276                  | 0.05677        | 976.71  | 1297211.49939 |
| IDUSDT        | 0.0006142     | 0.001112    | 0.01782      | 0.001313        | 54.07         | 0.009159     | 0.008089    | 0.03624                 | 0.0            | 190.42  | 1297211.49939 |
| ARPAUSDT      | 0.0006005     | 0.0008087   | 0.01349      | 0.004865        | 95.47         | 0.005808     | 0.007837    | 0.03425                 | 0.01017        | 710.88  | 1297211.4994  |
| STORJUSDT     | 0.0006029     | 0.0009682   | 0.04668      | 0.00568         | 129.6         | 0.01993      | 0.02507     | 0.1243                  | 0.02398        | 1107.71 | 1297211.4994  |
| IOTAUSDT      | 0.0005869     | 0.001314    | 0.06556      | 0.03413         | 89.73         | 0.01273      | 0.02256     | 0.146                   | 0.0759         | 1325.67 | 1297211.49941 |
| NEARUSDT      | 0.0005833     | 0.001352    | 0.08476      | 0.02399         | 119.4         | 0.01953      | 0.02083     | 0.09888                 | 0.02297        | 1078.67 | 1297211.49942 |
| BATUSDT       | 0.0005797     | 0.001008    | 0.07404      | 0.006322        | 126.8         | 0.01953      | 0.02279     | 0.1118                  | 0.08616        | 1324.67 | 1297211.49942 |
| THETAUSDT     | 0.0005821     | 0.001309    | 0.05815      | 0.02075         | 77.53         | 0.01153      | 0.01348     | 0.07596                 | 0.03059        | 1220.67 | 1297211.49942 |
| ATOMUSDT      | 0.0005749     | 0.001378    | 0.09782      | 0.02656         | 93.52         | 0.01736      | 0.02327     | 0.1273                  | 0.05004        | 1330.5  | 1297211.49943 |
| ROSEUSDT      | 0.0005475     | 0.00135     | 0.05963      | 0.03116         | 69.28         | 0.01048      | 0.01717     | 0.1128                  | 0.05363        | 637.88  | 1297211.49945 |
| MKRUSDT       | 0.0005476     | 0.0006831   | 0.05527      | 0.01587         | 136.1         | 0.01578      | 0.01885     | 0.1041                  | 0.03996        | 1141.71 | 1297211.49945 |
| C98USDT       | 0.0005357     | 0.0008921   | 0.05474      | 0.001956        | 108.4         | 0.01822      | 0.02043     | 0.1004                  | 0.02278        | 766.88  | 1297211.49946 |
| IOSTUSDT      | 0.0005269     | 0.001142    | 0.07319      | 0.02794         | 102.5         | 0.01631      | 0.02178     | 0.1458                  | 0.0561         | 1316.67 | 1297211.49947 |
| ARBUSDT       | 0.0005211     | 0.0007633   | 0.06296      | 0.003063        | 109.3         | 0.01485      | 0.01951     | 0.1012                  | 0.009619       | 190.38  | 1297211.49948 |
| IMXUSDT       | 0.0004955     | 0.00102     | 0.04543      | 0.006503        | 123.6         | 0.01562      | 0.01608     | 0.07959                 | 0.008299       | 595.88  | 1297211.4995  |
| KSMUSDT       | 0.0004858     | 0.001244    | 0.1035       | 0.02219         | 122.2         | 0.01953      | 0.02734     | 0.1466                  | 0.03806        | 1079.71 | 1297211.49951 |
| DOTUSDT       | 0.0004792     | 0.001279    | 0.07286      | 0.02685         | 133.3         | 0.01367      | 0.01394     | 0.07814                 | 0.044          | 1132.71 | 1297211.49952 |
| ICXUSDT       | 0.0004801     | 0.000839    | 0.04629      | 0.01075         | 129.8         | 0.01951      | 0.02006     | 0.09637                 | 0.01238        | 1108.71 | 1297211.49952 |
| DYDXUSDT      | 0.0004746     | 0.0009777   | 0.0452       | 0.02084         | 90.85         | 0.01512      | 0.02168     | 0.1288                  | 0.04522        | 749.88  | 1297211.49953 |
| WOOUSDT       | 0.0004631     | 0.0008546   | 0.06196      | 0.01767         | 107.2         | 0.0184       | 0.02385     | 0.1499                  | 0.09277        | 539.88  | 1297211.49954 |
| BALUSDT       | 0.000435      | 0.000953    | 0.07195      | 0.01162         | 117.1         | 0.01971      | 0.01912     | 0.08764                 | 0.07265        | 1122.71 | 1297211.49956 |
| SOLUSDT       | 0.0004424     | 0.0007919   | 0.02986      | 0.0128          | 71.07         | 0.01198      | 0.02388     | 0.1165                  | 0.01298        | 1109.71 | 1297211.49956 |
| CFXUSDT       | 0.0004181     | 0.0008374   | 0.04923      | 0.01505         | 108.2         | 0.01589      | 0.01995     | 0.09862                 | 0.02667        | 221.42  | 1297211.49958 |
| XLMUSDT       | 0.0004111     | 0.000675    | 0.04682      | 0.001545        | 134.7         | 0.01702      | 0.01873     | 0.0933                  | 0.01936        | 1348.67 | 1297211.49959 |
| PEOPLEUSDT    | 0.000406      | 0.001063    | 0.03584      | 0.008206        | 102.9         | 0.01467      | 0.02342     | 0.1466                  | 0.01583        | 644.83  | 1297211.49959 |
| OMGUSDT       | 0.0003739     | 0.0005171   | 0.02536      | 0.001864        | 131.3         | 0.01994      | 0.01726     | 0.08261                 | 0.05078        | 1184.62 | 1297211.49963 |
| 1000SHIBUSDT  | 0.0003702     | 0.0009131   | 0.0183       | 0.004203        | 114.7         | 0.00879      | 0.01004     | 0.05454                 | 0.003257       | 872.29  | 1297211.49963 |
| LRCUSDT       | 0.0003598     | 0.0008071   | 0.04103      | 0.002985        | 131.8         | 0.01947      | 0.02299     | 0.1235                  | 0.02191        | 1074.71 | 1297211.49964 |
| 1000XECUSDT   | 0.0003642     | 0.0004286   | 0.0249       | 0.0006169       | 128.0         | 0.01507      | 0.01434     | 0.07527                 | 0.01178        | 742.88  | 1297211.49964 |
| ADAUSDT       | 0.0003612     | 0.0007211   | 0.05013      | 0.01318         | 141.2         | 0.01571      | 0.01755     | 0.08377                 | 0.02077        | 1337.67 | 1297211.49964 |
| RVNUSDT       | 0.0003576     | 0.0007674   | 0.06532      | 0.02937         | 124.3         | 0.01857      | 0.02625     | 0.1397                  | 0.03876        | 947.71  | 1297211.49964 |
| AAVEUSDT      | 0.0003285     | 0.0006249   | 0.05918      | 0.01052         | 103.9         | 0.01856      | 0.02374     | 0.1291                  | 0.08677        | 1077.71 | 1297211.49967 |
| FLOWUSDT      | 0.0003295     | 0.0006209   | 0.03734      | 0.01682         | 95.27         | 0.01135      | 0.01245     | 0.06074                 | 0.03376        | 596.88  | 1297211.49967 |
| XRPUSDT       | 0.0003211     | 0.0005003   | 0.02341      | 0.000214        | 133.1         | 0.01471      | 0.01509     | 0.07798                 | 0.01391        | 1362.67 | 1297211.49968 |
| STXUSDT       | 0.0003127     | 0.0007476   | 0.05993      | 0.03326         | 105.8         | 0.01517      | 0.02045     | 0.1291                  | 0.06203        | 220.42  | 1297211.49969 |
| BANDUSDT      | 0.0003022     | 0.0005602   | 0.03125      | 0.005326        | 139.0         | 0.01888      | 0.02321     | 0.1256                  | 0.08785        | 1157.71 | 1297211.4997  |
| RNDRUSDT      | 0.000272      | 0.0007026   | 0.02845      | 0.003487        | 95.35         | 0.014        | 0.01249     | 0.05799                 | 0.005185       | 238.92  | 1297211.49973 |
| ARUSDT        | 0.0002524     | 0.0006143   | 0.02631      | 0.007515        | 91.32         | 0.01607      | 0.02168     | 0.1319                  | 0.03333        | 731.88  | 1297211.49975 |
| IOTXUSDT      | 0.0002417     | 0.0006105   | 0.03725      | 0.006098        | 110.4         | 0.01374      | 0.01992     | 0.1128                  | 0.02788        | 778.88  | 1297211.49976 |
| EGLDUSDT      | 0.0002283     | 0.0005915   | 0.03175      | 0.003004        | 143.3         | 0.01637      | 0.01486     | 0.07302                 | 0.0214         | 1109.71 | 1297211.49977 |
| STGUSDT       | 0.000218      | 0.0003981   | 0.04815      | 0.01966         | 85.83         | 0.01479      | 0.02319     | 0.1492                  | 0.09885        | 400.5   | 1297211.49978 |
| COCOSUSDT     | 0.0002191     | 0.002191    | 0.1366       | 0.0378          | 111.4         | 0.01341      | 0.01939     | 0.1098                  | 0.05524        | 220.42  | 1297211.49978 |
| ETHUSDT       | 0.0002024     | 0.0004201   | 0.0708       | 0.0303          | 127.8         | 0.01642      | 0.01515     | 0.07721                 | 0.08249        | 1368.0  | 1297211.4998  |
| 1000PEPEUSDT  | 0.0001964     | 0.0003807   | 0.01106      | 0.0008482       | 70.75         | 0.01951      | 0.02272     | 0.1075                  | 0.0            | 147.33  | 1297211.4998  |
| AXSUSDT       | 0.0001842     | 0.0004385   | 0.02305      | 0.002797        | 126.0         | 0.01966      | 0.02227     | 0.1138                  | 0.003181       | 1042.71 | 1297211.49982 |
| RAYUSDT       | 0.0001555     | 0.001187    | 0.05198      | 0.02778         | 91.77         | 0.009409     | 0.008486    | 0.0618                  | 0.00751        | 770.88  | 1297211.49984 |
| HNTUSDT       | 0.0001548     | 0.0007362   | 0.03238      | 0.02156         | 78.63         | 0.01225      | 0.01841     | 0.088                   | 0.01942        | 1095.71 | 1297211.49985 |
| BTSUSDT       | 0.0001485     | 0.001233    | 0.06704      | 0.02515         | 111.1         | 0.009822     | 0.01874     | 0.1353                  | 0.03298        | 970.71  | 1297211.49985 |
| FTTUSDT       | 0.000144      | 0.00144     | 0.115        | 0.07991         | 49.72         | 0.01232      | 0.01602     | 0.1062                  | 0.02802        | 532.88  | 1297211.49986 |
| DOGEUSDT      | 0.0001369     | 0.0004106   | 0.02116      | 0.007967        | 138.3         | 0.01632      | 0.02146     | 0.1313                  | 0.05483        | 1176.62 | 1297211.49986 |
| KLAYUSDT      | 0.0001306     | 0.0002801   | 0.0378       | 0.01793         | 115.9         | 0.01627      | 0.01951     | 0.1172                  | 0.09384        | 717.88  | 1297211.49987 |
| BLUEBIRDUSDT  | 0.0001268     | 0.0002316   | 0.04319      | 0.01483         | 101.5         | 0.01117      | 0.01408     | 0.07403                 | 0.05618        | 331.5   | 1297211.49987 |
| SCUSDT        | 0.0001243     | 0.001243    | 0.1112       | 0.0272          | 60.58         | 0.006192     | 0.01472     | 0.1                     | 0.05812        | 900.71  | 1297211.49988 |
| AUDIOUSDT     | 0.0001208     | 0.0002222   | 0.02362      | 0.0008097       | 114.0         | 0.01848      | 0.01821     | 0.1067                  | 0.01386        | 771.88  | 1297211.49988 |
| CVCUSDT       | 0.0001202     | 0.000872    | 0.04465      | 0.02123         | 60.82         | 0.01395      | 0.02099     | 0.1496                  | 0.05494        | 1051.71 | 1297211.49988 |
| BTCUSDT       | 0.0001093     | 0.0002071   | 0.03331      | 0.01026         | 117.2         | 0.009358     | 0.009307    | 0.04406                 | 0.0243         | 1368.0  | 1297211.49989 |
| BTCSTUSDT     | 1.085e-05     | 0.0001085   | 0.07884      | 0.0003104       | 17.65         | 0.002394     | 0.0006701   | 0.005688                | 0.0            | 939.71  | 1297211.49999 |
| USDCUSDT      | 8.161e-08     | 8.161e-07   | 0.0005174    | 0.0             | 50.25         | 0.002936     | 0.0006279   | 0.003025                | 0.0            | 201.29  | 1297211.5     |
| ETCUSDT       | 0.0001783     | 0.0003891   | 0.02028      | 0.001663        | 142.2         | 0.02023      | 0.02246     | 0.1045                  | 0.06783        | 1352.67 | 1297213.83692 |
| ANTUSDT       | 0.0002578     | 0.0007464   | 0.08234      | 0.03888         | 87.12         | 0.02092      | 0.02521     | 0.1484                  | 0.09869        | 641.83  | 1297220.74876 |
| SRMUSDT       | 0.0001185     | 0.0007616   | 0.1468       | 0.01746         | 98.15         | 0.02094      | 0.0203      | 0.1274                  | 0.05073        | 1118.92 | 1297220.92961 |
| CVXUSDT       | 3.725e-05     | 0.0003693   | 0.03816      | 0.0002237       | 124.5         | 0.02237      | 0.02261     | 0.0872                  | 0.07841        | 372.5   | 1297235.17807 |
| APTUSDT       | 0.0001458     | 0.0002467   | 0.0395       | 0.01349         | 138.8         | 0.0239       | 0.03388     | 0.1496                  | 0.07454        | 345.92  | 1297638.70307 |
| FILUSDT       | 0.0001606     | 0.0003268   | 0.03894      | 0.01237         | 161.9         | 0.02921      | 0.02515     | 0.1455                  | 0.07268        | 1077.75 | 1315253.57766 |
| WAVESUSDT     | 0.0003024     | 0.0005368   | 0.03707      | 0.01025         | 227.0         | 0.03001      | 0.02795     | 0.1359                  | 0.02451        | 1142.71 | 1380311.64432 |
| OPUSDT        | 0.0002273     | 0.0005363   | 0.03055      | 0.004635        | 231.8         | 0.02672      | 0.02172     | 0.102                   | 0.001797       | 485.42  | 1385112.03106 |
| TRXUSDT       | 6.404e-05     | 0.0001646   | 0.03046      | 0.003601        | 234.6         | 0.01062      | 0.01506     | 0.08513                 | 0.08674        | 1353.67 | 1387794.83327 |
| MASKUSDT      | 0.0002171     | 0.0004851   | 0.03934      | 0.01598         | 155.6         | 0.03035      | 0.03618     | 0.2923                  | 0.07894        | 763.88  | 1451753.49104 |
| BTCDOMUSDT    | 3.048e-05     | 6.297e-05   | 0.02236      | 0.001053        | 353.7         | 0.006742     | 0.005949    | 0.02496                 | 0.02629        | 830.88  | 1506878.16664 |
| MANAUSDT      | 0.0003944     | 0.001317    | 0.1249       | 0.101           | 127.2         | 0.03466      | 0.07035     | 0.3225                  | 0.3462         | 928.71  | 3936396.1141  |
| FTMUSDT       | 8.24e-05      | 0.0004748   | 0.0305       | 0.001175        | 401.6         | 0.03152      | 0.0236      | 0.1043                  | 0.6145         | 1099.71 | 6700373.44011 |
| BNBUSDT       | 4.99e-05      | 4.414e-05   | 0.03366      | 9.415e-05       | 1071.0        | 0.0366       | 0.02573     | 0.1046                  | 0.8564         | 1327.67 | 9787934.53705 |
| UNFIUSDT      | -0.001441     | -0.01441    | 0.1008       | 0.04325         | 94.3          | 0.03175      | 0.04011     | 0.2322                  | 0.991          | 951.71  | 10290134.4178 |
| GMTUSDT       | -0.002421     | -0.02421    | 0.002062     | 0.001626        | 11.25         | 0.2113       | 0.1268      | 0.2113                  | 1.0            | 563.83  | 10370135.4311 |
| ZILUSDT       | -0.003529     | -0.01146    | 0.1107       | 0.01116         | 37.25         | 0.01357      | 0.02086     | 0.1122                  | 1.041          | 1198.62 | 10704589.1336 |
| GALAUSDT      | -0.001845     | -0.01845    | 0.0727       | 0.06897         | 12.35         | 0.03856      | 0.0529      | 0.15                    | 1.251          | 741.88  | 12807778.7932 |
+---------------+---------------+-------------+--------------+-----------------+---------------+--------------+-------------+-------------------------+----------------+---------+---------------+

